pmid,title,doi
32214336,Comparative primary paediatric nasal epithelial cell culture differentiation and RSV-induced cytopathogenesis following culture in two commercial media.,10.1371/journal.pone.0228229
32161175,Comprehensive Characterization of Transcriptional Activity during Influenza A Virus Infection Reveals Biases in Cap-Snatching of Host RNA Sequences.,10.1128/JVI.01720-19
32212572,HYPERVITAMINOSIS D IN A GIANT ANTEATER (MYRMECOPHAGA TRIDACTYLA) AND A LARGE HAIRY ARMADILLO (CHAETOPHRACTUS VILLOSUS) RECEIVING A COMMERCIAL INSECTIVORE DIET.,10.1638/2019-0042
31923957,Rapid fabrication and screening of tailored functional 3D biomaterials.,10.1016/j.msec.2019.110489
32265907,"In Human Autoimmunity, a Substantial Component of the B Cell Repertoire Consists of Polyclonal, Barely Mutated IgG(+ve) B Cells.",10.3389/fimmu.2020.00395
32126076,Illness-related suffering and need for palliative care in Rohingya refugees and caregivers in Bangladesh: A cross-sectional study.,10.1371/journal.pmed.1003011
32165661,Accelerated onset of CNS prion disease in mice co-infected with a gastrointestinal helminth pathogen during the preclinical phase.,10.1038/s41598-020-61483-4
32227676,A core outcome set for future endometriosis research: an international consensus development study.,10.1111/1471-0528.16157
32231655,Genomic and Immunogenic Protein Diversity of Erysipelothrix rhusiopathiae Isolated From Pigs in Great Britain: Implications for Vaccine Protection.,10.3389/fmicb.2020.00418
32212544,USE OF CLINDAMYCIN IN PALLAS' CATS [OTOCOLOBUS (FELIS) MANUL] TO REDUCE JUVENILE TOXOPLASMOSIS-ASSOCIATED MORTALITY RATES.,10.1638/2018-0206
32232386,Resolution of Inflammation and Gut Repair in IBD: Translational Steps Towards Complete Mucosal Healing.,10.1093/ibd/izaa045
32160186,"Colostrum provision and care of calves among smallholder farmers in the Kaziranga region of Assam, India.",10.1371/journal.pone.0228819
32227219,The benefits of non-invasive ventilation for Community-Acquired Pneumonia: A meta-analysis.,10.1093/qjmed/hcaa106
32169610,Alternatively activated macrophages promote resolution of necrosis following acute liver injury.,10.1016/j.jhep.2020.02.031
32181584,Socio-economic impact of Foot-and-Mouth Disease outbreaks and control measures: An analysis of Mongolian outbreaks in 2017.,10.1111/tbed.13547
32138253,Engineered Recombinant Single Chain Variable Fragment of Monoclonal Antibody Provides Protection to Chickens Infected with H9N2 Avian Influenza.,10.3390/vaccines8010118
32165615,A receptor for the complement regulator factor H increases transmission of trypanosomes to tsetse flies.,10.1038/s41467-020-15125-y
32203712,Infant respiratory syncytial virus prophylaxis and nasopharyngeal microbiota until 6 years of life: a subanalysis of the MAKI randomised controlled trial.,10.1016/S2213-2600(19)30470-9
32234116,"Coronavirus disease (COVID-19) Community Testing Team in Scotland: A 14-day review, 6 to 20 February 2020.",10.2807/1560-7917.ES.2020.25.12.2000217
32141812,Rapid molecular testing for Staphylococcus aureus bacteraemia improves clinical management.,10.1099/jmm.0.001171
32176737,Alcelaphine herpesvirus 1 genes A7 and A8 regulate viral spread and are essential for malignant catarrhal fever.,10.1371/journal.ppat.1008405
32194571,Phosphatase PTPN22 Regulates Dendritic Cell Homeostasis and cDC2 Dependent T Cell Responses.,10.3389/fimmu.2020.00376
32228433,Characterising the mechanisms underlying genetic resistance to amoebic gill disease in Atlantic salmon using RNA sequencing.,10.1186/s12864-020-6694-x
32160141,Bovine viral diarrhoea virus loses quasispecies diversity rapidly in culture.,10.1099/mgen.0.000343
32269576,Drosophila as a Model System to Investigate the Effects of Mitochondrial Variation on Innate Immunity.,10.3389/fimmu.2020.00521
32180388,Genome sequence of the root-knot nematode Meloidogyne luci.,10.21307/jofnem-2020-025
32217562,Trends in disease incidence and survival and their effect on mortality in Scotland: nationwide cohort study of linked hospital admission and death records 2001-2016.,10.1136/bmjopen-2019-034299
32171845,Characterisation of serum IgG(T) responses to potential diagnostic antigens for equine cyathostominosis.,10.1016/j.ijpara.2020.01.004
32123112,Microbial evolutionary strategies in a dynamic ocean.,10.1073/pnas.1919332117
32100710,Comparison of Shiga toxin-encoding bacteriophages in highly pathogenic strains of Shiga toxin-producing Escherichia coli O157:H7 in the UK.,10.1099/mgen.0.000334
32227101,Cost of Respiratory Syncytial Virus-Associated Acute Lower Respiratory Infection Management in Young Children at the Regional and Global Level: A Systematic Review and Meta-Analysis.,10.1093/infdis/jiz683
32227106,Low Sensitivity of BinaxNOW RSV in Infants.,10.1093/infdis/jiaa050
32029617,Using sewage for surveillance of antimicrobial resistance.,10.1126/science.aba3432
32034960,"Efficacy and safety of treatment with biologicals (benralizumab, dupilumab, mepolizumab, omalizumab and reslizumab) for severe eosinophilic asthma. A systematic review for the EAACI Guidelines - recommendations on the use of biologicals in severe asthma.",10.1111/all.14221
31879784,Disentangling sRNA-Seq data to study RNA communication between species.,10.1093/nar/gkz1198
32117246,Citrullination Alters the Antiviral and Immunomodulatory Activities of the Human Cathelicidin LL-37 During Rhinovirus Infection.,10.3389/fimmu.2020.00085
32096722,Beyond Binaries: Dissolving the Empirical/Normative Divide.,10.1080/23294515.2020.1722290
32035121,Ventilator-associated pneumonia surveillance using two methods.,10.1016/j.jhin.2020.01.020
32031903,Physiology of the Endometrium and Regulation of Menstruation.,10.1152/physrev.00031.2019
32147105,"SVEPM 2019-Implications of pathogen and antimicrobial evolution on animal health, herd management and policy making, society for veterinary epidemiology and preventive medicine conference Utrecht, the Netherlands 27th-29th March 2019.",10.1016/j.prevetmed.2019.104821
30963926,Maternal longevity and offspring sex in wild ungulates.,10.1098/rspb.2018.1968
32101295,Online Bayesian Phylodynamic Inference in BEAST with Application to Epidemic Reconstruction.,10.1093/molbev/msaa047
32011073,Research priority setting in women's health: a systematic review.,10.1111/1471-0528.16150
32100873,Purifying stem cell-derived red blood cells: a high-throughput label-free downstream processing strategy based on microfluidic spiral inertial separation and membrane filtration.,10.1002/bit.27319
32024546,A novel technique for retrospective genetic analysis of the response to vaccination or infection using cell-free DNA from archived sheep serum and plasma.,10.1186/s13567-020-0737-9
32096574,Understanding HIV-positive drug users' experiences of taking highly active antiretroviral treatment: Identity-Values-Conscious engagement model.,10.1111/jocn.15228
32153515,Identification of Burkholderia pseudomallei Genes Induced During Infection of Macrophages by Differential Fluorescence Induction.,10.3389/fmicb.2020.00072
32117307,The Methyl-CpG-Binding Protein Mbd2 Regulates Susceptibility to Experimental Colitis via Control of CD11c(+) Cells and Colonic Epithelium.,10.3389/fimmu.2020.00183
32128391,Glycosylation of immunoglobulin G is regulated by a large network of genes pleiotropic with inflammatory diseases.,10.1126/sciadv.aax0301
32174974,"Genomic Prediction Using Low Density Marker Panels in Aquaculture: Performance Across Species, Traits, and Genotyping Platforms.",10.3389/fgene.2020.00124
32110427,First case report of cutaneous sporotrichosis (Sporothrix species) in a cat in the UK.,10.1177/2055116920906001
32075836,Latent tuberculosis infection screening and treatment in congregate settings (TB FREE COREA): protocol for a prospective observational study in Korea.,10.1136/bmjopen-2019-034098
32118060,Uptake of Diagnostic Tests by Livestock Farmers: A Stochastic Game Theory Approach.,10.3389/fvets.2020.00036
32107480,Antimicrobial host defence peptides: functions and clinical potential.,10.1038/s41573-019-0058-8
32117282,Natural Killer Cells Dampen the Pathogenic Features of Recall Responses to Influenza Infection.,10.3389/fimmu.2020.00135
31974016,Porcine circovirus type 2a or 2b based experimental vaccines provide protection against PCV2d/porcine parvovirus 2 co-challenge.,10.1016/j.vaccine.2020.01.013
32015392,Resistance to change: AMR gene dynamics on a commercial pig farm with high antimicrobial usage.,10.1038/s41598-020-58659-3
32053788,Periodic Parasites and Daily Host Rhythms.,10.1016/j.chom.2020.01.005
32045674,Genetic diversity and multiplicity of infection in Fasciola gigantica isolates of Pakistani livestock.,10.1016/j.parint.2020.102071
32105543,Porphyromonas gingivalis Sphingolipid Synthesis Limits the Host Inflammatory Response.,10.1177/0022034520908784
32043983,Clinical evidence does not support corticosteroid treatment for 2019-nCoV lung injury.,10.1016/S0140-6736(20)30317-2
32059489,Tick-Borne Encephalitis Virus Vaccines Contain Non-Structural Protein 1 Antigen and may Elicit NS1-Specific Antibody Responses in Vaccinated Individuals.,10.3390/vaccines8010081
32062692,Models of Osteoarthritis: Relevance and New Insights.,10.1007/s00223-020-00670-x
32092323,Acute Cough Due to Acute Bronchitis in Immunocompetent Adult Outpatients: CHEST Expert Panel Report.,10.1016/j.chest.2020.01.044
31961315,"Hepatitis E Virus in Pigs from Slaughterhouses, United States, 2017-2019.",10.3201/eid2602.191348
32117721,The Emerging Role of the c-MET-HGF Axis in Non-small Cell Lung Cancer Tumor Immunology and Immunotherapy.,10.3389/fonc.2020.00054
32020195,Quantitative global studies reveal differential translational control by start codon context across the fungal kingdom.,10.1093/nar/gkaa060
32058241,Harnessing and engineering amide bond forming ligases for the synthesis of amides.,10.1016/j.cbpa.2019.12.004
31951599,A two-arm parallel double-blind randomised controlled pilot trial of the efficacy of Omega-3 polyunsaturated fatty acids for the treatment of women with endometriosis-associated pain (PurFECT1).,10.1371/journal.pone.0227695
31998322,Avian Pathogenic Escherichia coli (APEC) Strain-Dependent Immunomodulation of Respiratory Granulocytes and Mononuclear Phagocytes in CSF1R-Reporter Transgenic Chickens.,10.3389/fimmu.2019.03055
31728991,Assessment of Neutrophil Apoptosis.,10.1007/978-1-0716-0154-9_13
31898317,Evidence-based policy: nursing now and the importance of research synthesis.,10.1111/inr.12572
31944309,Evidence into action: a policy brief exemplar supporting attainment of nursing now.,10.1111/inr.12573
31924278,Precision cut lung slices: a novel versatile tool to examine host-pathogen interaction in the chicken lung.,10.1186/s13567-019-0733-0
31980428,Role of Cecal Microbiota in the Differential Resistance of Inbred Chicken Lines to Colonization by Campylobacter jejuni.,10.1128/AEM.02607-19
31974017,Does respiratory syncytial virus lower respiratory illness in early life cause recurrent wheeze of early childhood and asthma? Critical review of the evidence and guidance for future studies from a World Health Organization-sponsored meeting.,10.1016/j.vaccine.2020.01.020
32006753,Prevalence and characterisation of methicillin-resistant staphylococci from bovine bulk tank milk in England and Wales.,10.1016/j.jgar.2020.01.013
31915780,Deformability-induced lift force in spiral microchannels for cell separation.,10.1039/c9lc01000a
31957181,Synthetic Biology Enables Programmable Cell-Based Biosensors.,10.1002/cphc.201901191
32038499,"Endometriosis-Associated Macrophages: Origin, Phenotype, and Function.",10.3389/fendo.2020.00007
31983609,A One Health Approach to Tackle Cryptosporidiosis.,10.1016/j.pt.2019.12.016
31980649,Extensive rewiring of the EGFR network in colorectal cancer cells expressing transforming levels of KRAS(G13D).,10.1038/s41467-019-14224-9
31900362,"The clock gene Bmal1 inhibits macrophage motility, phagocytosis, and impairs defense against pneumonia.",10.1073/pnas.1915932117
31919360,Genome-wide CRISPR screen identifies host dependency factors for influenza A virus infection.,10.1038/s41467-019-13965-x
31960042,Expression of AraC/XylS stress response regulators in two distinct carbapenem-resistant Enterobacter cloacae ST89 biotypes.,10.1093/jac/dkz569
31887087,Investigation of the in vitro antimicrobial activity of triclosan-coated suture material on bacteria commonly isolated from wounds in dogs.,10.2460/ajvr.81.1.84
31943357,Reply to comment from Carl Persson.,10.1111/pai.13214
31995657,Surgical treatment of fibroids for subfertility.,10.1002/14651858.CD003857.pub4
31973108,Staphylococcal-Produced Bacteriocins and Antimicrobial Peptides: Their Potential as Alternative Treatments for Staphylococcus aureus Infections.,10.3390/antibiotics9020040
31976084,A new lineage of segmented RNA viruses infecting animals.,10.1093/ve/vez061
32003141,The cost-effectiveness of progesterone in preventing miscarriages in women with early pregnancy bleeding: an economic evaluation based on the PRISM trial.,10.1111/1471-0528.16068
32058787,Dynamic Clustering Regulates Activity of Mechanosensitive Membrane Channels.,10.1103/PhysRevLett.124.048102
31930664,Low prevalence of livestock-associated methicillin-resistant Staphylococcus aureus clonal complex 398 and mecC MRSA among human isolates in North-West England.,10.1111/jam.14578
31924800,"Cervical epithelial damage promotes Ureaplasma parvum ascending infection, intrauterine inflammation and preterm birth induction in mice.",10.1038/s41467-019-14089-y
31981671,GLOWORM-PARA: a flexible framework to simulate the population dynamics of the parasitic phase of gastrointestinal nematodes infecting grazing livestock.,10.1016/j.ijpara.2019.11.005
31968203,The critical importance of planned small ruminant livestock health and production in addressing global challenges surrounding food production and poverty alleviation.,10.1080/00480169.2020.1719373
31910823,Case report: meningitis as a presenting feature of anti-NMDA receptor encephalitis.,10.1186/s12879-020-4761-1
32014419,A Leap Into the Unknown - Early Events in African Trypanosome Transmission.,10.1016/j.pt.2019.12.011
31023832,"Low plasma vitamin D is associated with adverse colorectal cancer survival after surgical resection, independent of systemic inflammatory response.",10.1136/gutjnl-2018-317922
31919525,Nasopharyngeal Microbiota Profiles in Rural Venezuelan Children Are Associated With Respiratory and Gastrointestinal Infections.,10.1093/cid/ciaa015
31937300,Testing possible causes of gametocyte reduction in temporally out-of-synch malaria infections.,10.1186/s12936-020-3107-1
31978328,Preparing for the future implementation of respiratory syncytial virus vaccines.,10.1016/S2213-2600(19)30478-3
31943855,Synthetic Polymers Provide a Robust Substrate for Functional Neuron Culture.,10.1002/adhm.201901347
31794562,Highly multiplexed quantitative PCR-based platform for evaluation of chicken immune responses.,10.1371/journal.pone.0225658
31836813,Unaltered intravenous prion disease pathogenesis in the temporary absence of marginal zone B cells.,10.1038/s41598-019-55772-w
31856887,"A 2 × 2 factorial, randomised, open-label trial to determine the clinical and cost-effectiveness of hypertonic saline (HTS 6%) and carbocisteine for airway clearance versus usual care over 52 weeks in adults with bronchiectasis: a protocol for the CLEAR clinical trial.",10.1186/s13063-019-3766-9
31887135,Small RNAs and extracellular vesicles: New mechanisms of cross-species communication and innovative tools for disease control.,10.1371/journal.ppat.1008090
31893025,Tackling dementia globally: the Global Dementia Prevention Program (GloDePP) collaboration.,10.7189/jogh.09.020103
31825072,Respiratory Syncytial Virus-Associated Acute Lower Respiratory Infections in Children With Bronchopulmonary Dysplasia: Systematic Review and Meta-Analysis.,10.1093/infdis/jiz492
31856765,"Elevation of C-reactive protein, P-selectin and Resistin as potential inflammatory biomarkers of urogenital Schistosomiasis exposure in preschool children.",10.1186/s12879-019-4690-z
31843054,Combining genomics and epidemiology to analyse bi-directional transmission of Mycobacterium bovis in a multi-host system.,10.7554/eLife.45833
31838765,Kinetic and structural studies of Trypanosoma and Leishmania phosphofructokinases show evolutionary divergence and identify AMP as a switch regulating glycolysis versus gluconeogenesis.,10.1111/febs.15177
31829277,The effect of dexmedetomidine and clonidine on the inflammatory response in critical illness: a systematic review of animal and human studies.,10.1186/s13054-019-2690-4
31792175,Repurposing dichloroacetate for the treatment of women with endometriosis.,10.1073/pnas.1916144116
31884891,Nasal adenocarcinoma associated with jaagsiekte sheep retrovirus infection in a sheep.,10.1177/1040638719897032
31921307,Population Structure and Genetic Diversity of Nile Tilapia (Oreochromis niloticus) Strains Cultured in Tanzania.,10.3389/fgene.2019.01269
31811151,Development and implementation of a nurse-led allergy clinic model in primary care: feasibility trial protocol.,10.1038/s41533-019-0155-5
31815932,Helminth-induced Th2 cell dysfunction is distinct from exhaustion and is maintained in the absence of antigen.,10.1371/journal.pntd.0007908
31678364,"Immunoglobulin A deficiency in children, an undervalued clinical issue.",10.1016/j.clim.2019.108293
31879320,Why colorectal screening fails to achieve the uptake rates of breast and cervical cancer screening: a comparative qualitative study.,10.1136/bmjqs-2019-009998
31851413,Development and evaluation of a quantitative polymerase chain reaction for aquatic Streptococcus agalactiae based on the groEL gene.,10.1111/jam.14556
31844061,"Insights into malaria susceptibility using genome-wide data on 17,000 individuals from Africa, Asia and Oceania.",10.1038/s41467-019-13480-z
31671032,Blocking late stages of splicing quickly limits pre-spliceosome assembly in vivo.,10.1080/15476286.2019.1657788
31818908,"Systematic meta-analyses, field synopsis and global assessment of the evidence of genetic association studies in colorectal cancer.",10.1136/gutjnl-2019-319313
31816823,Azathioprine Has a Deleterious Effect on the Bone Health of Mice with DSS-Induced Inflammatory Bowel Disease.,10.3390/ijms20236085
31489183,"A cross-sectional survey of practices and knowledge among antibiotic retailers in Nairobi, Kenya.",10.7189/jogh.09.020412
31857336,"Maximising and evaluating the uptake, use and impact of golf and health studies.",10.1136/bjsports-2019-100994
31858521,Hypoxia Modulates Platelet Purinergic Signalling Pathways.,10.1055/s-0039-3400305
31862259,Genomic epidemiology of methicillin-resistant Staphylococcus sciuri carrying a SCCmec-mecC hybrid element.,10.1016/j.meegid.2019.104148
31855321,Cervids as sentinel-species for tick-borne encephalitis virus in Norway - A serological study.,10.1111/zph.12675
30221599,Drug Target Selection for Trypanosoma cruzi Metabolism by Metabolic Control Analysis and Kinetic Modeling.,10.2174/0929867325666180917104242
31893026,The UK's Global Health Respiratory Network: Improving respiratory health of the world's poorest through research collaborations.,10.7189/jogh.09.020104
31852704,"IMPACT study on intervening with a manualised package to achieve treatment adherence in people with tuberculosis: protocol paper for a mixed-methods study, including a pilot randomised controlled trial.",10.1136/bmjopen-2019-032760
31860328,Temporal Factors and Missed Doses of Tuberculosis Treatment. A Causal Associations Approach to Analyses of Digital Adherence Data.,10.1513/AnnalsATS.201905-394OC
31826882,Optimizing Low-Cost Genotyping and Imputation Strategies for Genomic Selection in Atlantic Salmon.,10.1534/g3.119.400800
31829318,Miniaturisation of a peptide-based electrochemical protease activity sensor using platinum microelectrodes.,10.1039/c9an02321f
31821493,Antibody-Dependent Natural Killer Cell Activation After Ebola Vaccination.,10.1093/infdis/jiz657
31857669,Comparison of Escherichia coli surface attachment methods for single-cell microscopy.,10.1038/s41598-019-55798-0
31870792,Regulation and function of macrophage colony-stimulating factor (CSF1) in the chicken immune system.,10.1016/j.dci.2019.103586
31823481,"Novel circovirus species identified in farmed pigs designated as Porcine circovirus 4, Hunan province, China.",10.1111/tbed.13446
31783921,Differences in immune responses to Haemonchus contortus infection in the susceptible Ile de France and the resistant Santa Ines sheep under different anthelmintic treatments regimens.,10.1186/s13567-019-0722-3
31710517,Genome-Wide Association Study of Susceptibility to Idiopathic Pulmonary Fibrosis.,10.1164/rccm.201905-1017OC
31691834,The IUPHAR/BPS Guide to PHARMACOLOGY in 2020: extending immunopharmacology content and introducing the IUPHAR/MMV Guide to MALARIA PHARMACOLOGY.,10.1093/nar/gkz951
31729368,A therapeutic antibody targeting osteoprotegerin attenuates severe experimental pulmonary arterial hypertension.,10.1038/s41467-019-13139-9
31739805,Correction to: The rumen microbiome as a reservoir of antimicrobial resistance and pathogenicity genes is directly affected by diet in beef cattle.,10.1186/s40168-019-0764-9
31750321,The Risk of Foot and Mouth Disease Transmission Posed by Public Access to the Countryside During an Outbreak.,10.3389/fvets.2019.00381
31765378,Genetic and genomic analyses underpin the feasibility of concomitant genetic improvement of milk yield and mastitis resistance in dairy sheep.,10.1371/journal.pone.0214346
31689300,The role of selection and evolution in changing parturition date in a red deer population.,10.1371/journal.pbio.3000493
31770368,Tissue tropism and transmission ecology predict virulence of human RNA viruses.,10.1371/journal.pbio.3000206
31656631,"Chronic pelvic pain in women: an embedded qualitative study to evaluate the perceived benefits of the meridian balance method electro-acupuncture treatment, health consultation and National Health Service standard care.",10.1177/2049463718814870
31676013,Use of the rSpaA415 antigen indicates low rates of Erysipelothrix rhusiopathiae infection in farmed cattle from the United States of America and Great Britain.,10.1186/s12917-019-2147-7
31774536,Child car seat safety advice: a public health concern.,10.1093/pubmed/fdz144
31718680,Habitat and host factors associated with liver fluke (Fasciola hepatica) diagnoses in wild red deer (Cervus elaphus) in the Scottish Highlands.,10.1186/s13071-019-3782-3
31776272,HIV-1 Accessory Protein Vpr Interacts with REAF/RPRD2 To Mitigate Its Antiviral Activity.,10.1128/JVI.01591-19
31762040,Differentiation and adaptation of natural killer cells for anti-malarial immunity.,10.1111/imr.12798
31748149,International survey confirms that women with endometriosis-associated pain experience a high prevalence of pain imagery and coping imagery.,10.1016/j.ejogrb.2019.10.030
31705829,Terminal investment strategies following infection are dependent on diet.,10.1111/jeb.13566
31756972,A vaccinology Approach to the Identification and Characterization of Dermanyssus Gallinae Candidate Protective Antigens for the Control of Poultry Red Mite Infestations.,10.3390/vaccines7040190
31778355,A guide to machine learning for bacterial host attribution using genome sequence data.,10.1099/mgen.0.000317
31756349,Quantifying Mycobacterium avium subspecies paratuberculosis infection of bovine monocyte derived macrophages by confocal microscopy.,10.1016/j.mimet.2019.105779
31772371,Africa should set its own health-research agenda.,10.1038/d41586-019-03627-9
31699002,Social Media in Nursing and Health Policy: A Commentary.,10.1177/1527154419886292
31709988,Challenging social structures and changing research cultures.,10.1016/S0140-6736(19)32635-2
31769615,Uncertainty work as ontological negotiation: adjudicating access to therapy in clinical psychology.,10.1111/1467-9566.13029
31697367,Ancient Introgression between Two Ape Malaria Parasite Species.,10.1093/gbe/evz244
31770367,Comparative analysis of small RNAs released by the filarial nematode Litomosoides sigmodontis in vitro and in vivo.,10.1371/journal.pntd.0007811
31690798,Rectal swabs are a reliable proxy for faecal samples in infant gut microbiota research based on 16S-rRNA sequencing.,10.1038/s41598-019-52549-z
31767851,Author Correction: Impact of delivery mode-associated gut microbiota dynamics on health in the first year of life.,10.1038/s41467-019-13373-1
31697674,The genetic architecture of helminth-specific immune responses in a wild population of Soay sheep (Ovis aries).,10.1371/journal.pgen.1008461
31722873,Back to the future? Health and the World Bank's human capital index.,10.1136/bmj.l5706
31729395,Adaptive prospective optical gating enables day-long 3D time-lapse imaging of the beating embryonic zebrafish heart.,10.1038/s41467-019-13112-6
31688921,Seasonal Influenza Vaccine Effectiveness in People With Asthma: A National Test-Negative Design Case-Control Study.,10.1093/cid/ciz1086
31771636,Nature and consequences of interactions between Salmonella enterica serovar Dublin and host cells in cattle.,10.1186/s13567-019-0720-5
31701124,ILF3 contributes to the establishment of the antiviral type I interferon program.,10.1093/nar/gkz1060
31779585,Predictors of Epstein-Barr virus serostatus in young people in England.,10.1186/s12879-019-4578-y
31656370,"Does urbanization make emergence of zoonosis more likely? Evidence, myths and gaps.",10.1177/0956247819866124
31578220,NNAlign_MA; MHC Peptidome Deconvolution for Accurate MHC Binding Motif Characterization and Improved T-cell Epitope Predictions.,10.1074/mcp.TIR119.001658
31615959,Clonal Confinement of a Highly Mobile Resistance Element Driven by Combination Therapy in Rhodococcus equi.,10.1128/mBio.02260-19
31629521,The behavior of dairy cattle in late gestation: Effects of parity and dystocia.,10.3168/jds.2019-16500
31669836,Cell mediated and innate immune responses in pigs following vaccination and challenge with Toxoplasma parasites.,10.1016/j.vetpar.2019.108963
31640546,A genomic analysis and transcriptomic atlas of gene expression in Psoroptes ovis reveals feeding- and stage-specific patterns of allergen expression.,10.1186/s12864-019-6082-6
31599958,Acute Lower Respiratory Infections Associated With Respiratory Syncytial Virus in Children With Underlying Congenital Heart Disease: Systematic Review and Meta-analysis.,10.1093/infdis/jiz150
31673082,Associations of autozygosity with a broad range of human phenotypes.,10.1038/s41467-019-12283-6
31609226,A role for palliative care in advancing health in conflict settings.,10.1016/S0140-6736(19)31826-4
31665448,Assembly and annotation of the mitochondrial minicircle genome of a differentiation-competent strain of Trypanosoma brucei.,10.1093/nar/gkz928
31666283,Comparison of Molecular Assays for HPV Testing in Oropharyngeal Squamous Cell Carcinomas: A Population-Based Study in Northern Ireland.,10.1158/1055-9965.EPI-19-0538
31587908,Phenotypic and genetic analysis of milk and serum element concentrations in dairy cows.,10.3168/jds.2019-16960
31581229,Shiga toxin sub-type 2a increases the efficiency of Escherichia coli O157 transmission between animals and restricts epithelial regeneration in bovine enteroids.,10.1371/journal.ppat.1008003
31591066,Challenges in the diagnosis of paediatric pneumonia in intervention field trials: recommendations from a pneumonia field trial working group.,10.1016/S2213-2600(19)30249-8
30367157,Antiviral activity of the mineralocorticoid receptor NR3C2 against Herpes simplex virus Type 1 (HSV-1) infection.,10.1038/s41598-018-34241-w
31237387,Cumulative weather effects can impact across the whole life cycle.,10.1111/gcb.14742
31626354,What do HIV-positive drug users' experiences tell us about their antiretroviral medication-taking? An international integrated literature review.,10.1111/add.14857
31636194,Global selective sweep of a highly inbred genome of the cattle parasite Neospora caninum.,10.1073/pnas.1913531116
31623993,The PHYTOGLOBIN-NO Cycle Regulates Plant Mycorrhizal Symbiosis.,10.1016/j.tplants.2019.09.007
31594813,Asparagine Deprivation Causes a Reversible Inhibition of Human Cytomegalovirus Acute Virus Replication.,10.1128/mBio.01651-19
31626644,Genetically determined serum urate levels and cardiovascular and other diseases in UK Biobank cohort: A phenome-wide mendelian randomization study.,10.1371/journal.pmed.1002937
31636179,Developmental competence and antigen switch frequency can be uncoupled in Trypanosoma brucei.,10.1073/pnas.1912711116
31670344,A simulation study of aggregation mediated by production of cohesive molecules.,10.1039/c9sm01462d
31585195,How are arbovirus vectors able to tolerate infection?,10.1016/j.dci.2019.103514
31640784,Bacillus pumilus probiotic feed supplementation mitigates Lawsonia intracellularis shedding and lesions.,10.1186/s13567-019-0696-1
31595655,Approaches to use the WHO respiratory syncytial virus surveillance platform to estimate disease burden.,10.1111/irv.12667
31586047,Adaptation of Plasmodium falciparum to humans involved the loss of an ape-specific erythrocyte invasion ligand.,10.1038/s41467-019-12294-3
31613219,Inhibition of ErbB kinase signalling promotes resolution of neutrophilic inflammation.,10.7554/eLife.50990
31589140,Dynamic ubiquitination determines transcriptional activity of the plant immune coactivator NPR1.,10.7554/eLife.47005
31578528,"Target genes, variants, tissues and transcriptional pathways influencing human serum urate levels.",10.1038/s41588-019-0504-x
31563583,A survey of the level of horse owner uptake of evidence-based anthelmintic treatment protocols for equine helminth control in the UK.,10.1016/j.vetpar.2019.108926
31597446,Novel Genetic Locus Influencing Retinal Venular Tortuosity Is Also Associated With Risk of Coronary Artery Disease.,10.1161/ATVBAHA.119.312552
31585026,Synthetic Biology Enables Programmable Cell-Based Biosensors.,10.1002/cphc.201900739
31671699,"Cryptosporidium Prevalence in Calves and Geese Co-Grazing on Four Livestock Farms Surrounding Two Reservoirs Supplying Public Water to Mainland Orkney, Scotland.",10.3390/microorganisms7110513
31570499,Borealin-nucleosome interaction secures chromosome association of the chromosomal passenger complex.,10.1083/jcb.201905040
31525300,Discovery of trypanocidal coumarins with dual inhibition of both the glycerol kinase and alternative oxidase of Trypanosoma brucei brucei.,10.1096/fj.201901342R
31572676,Optical Molecular Imaging of Inflammatory Cells in Interventional Medicine-An Emerging Strategy.,10.3389/fonc.2019.00882
31557163,On measuring selection in cancer from subclonal mutation frequencies.,10.1371/journal.pcbi.1007368
31551718,Discrimination of Prion Strain Targeting in the Central Nervous System via Reactive Astrocyte Heterogeneity in CD44 Expression.,10.3389/fncel.2019.00411
31383331,A pyruvate dehydrogenase complex disorder hypothesis for bipolar disorder.,10.1016/j.mehy.2019.109263
31569033,Characterization of CD79(αcy)(+) cells in placentas from ruminants.,10.1016/j.vetimm.2019.109942
31561059,"Cytotoxic T lymphocyte epitopes identified from a contemporary strain of porcine reproductive and respiratory syndrome virus enhance CD4+CD8+ T, CD8+ T, and γδ T cell responses.",10.1016/j.virol.2019.09.006
31488196,Host susceptibility to severe influenza A virus infection.,10.1186/s13054-019-2566-7
31566835,Infection by the castrating parasitic nematode Sphaerularia bombi changes gene expression in Bombus terrestris bumblebee queens.,10.1111/imb.12618
31403584,Endometriosis and Risk of Adverse Pregnancy Outcomes.,10.1097/AOG.0000000000003410
31604239,Senescence in immunity against helminth parasites predicts adult mortality in a wild mammal.,10.1126/science.aaw5822
31569579,Emerging Species and Genome Editing Tools: Future Prospects in Cyanobacterial Synthetic Biology.,10.3390/microorganisms7100409
31481615,The genetic landscape of Scotland and the Isles.,10.1073/pnas.1904761116
31506268,Intrusive imagery associated with pain.,10.1136/bmj.l5459
31484663,Implication of human papillomavirus (HPV) infection in the paediatric population.,10.1136/bmjsrh-2018-200175
31488414,A Comprehensive Study of the Effect on Colorectal Cancer Survival of Common Germline Genetic Variation Previously Linked with Cancer Prognosis.,10.1158/1055-9965.EPI-19-0596
